systematic,gene,length,RNA_Prints
YJR025C,BNA1,534,6166.721586
YJR013W,GPI14,1212,3585.554279
YJL012C,VTC4,2166,30212.83643
YJR003C,YJR003C,1560,5435.406985
YJR042W,NUP85,2235,8571.639889
YJL019W,MPS3,2049,2100.78049
YJL023C,PET130,1044,2058.388893
YJR045C,SSC1,1965,53150.63497
YJR029W,YJR029W_CDS,5268,48698.94797
YJR010W,MET3,1536,4240.888451
YJR019C,TES1,1050,1610.753379
YJR007W,SUI2,915,15708.3286
YJL004C,SYS1,612,4301.812401
YJR017C,ESS1,513,5116.943521
YJR037W,YJR037W,384,4.190622806
YJL020W-A,YJL020W-A,258,22.0455494
YJL009W,YJL009W,327,807.5499877
YJR020W,YJR020W,333,99.60748534
YJR014W,TMA22,597,9905.168026
YJR038C,YJR038C,363,240.3726556
YJL013C,MAD3,1548,2815.602272
YJR041C,URB2,3525,6787.317472
YJR002W,MPP10,1782,10569.21323
YJR010C-A,SPC1,285,3265.567077
YJR009C,TDH2,999,128966.1012
YJR033C,RAV1,4074,3990.734683
YJL022W,YJL022W,309,54.28071576
YJR024C,MDE1,735,6509.752816
YJL007C,YJL007C,315,4433.878421
YJR006W,POL31,1464,4290.564284
YJR034W,PET191,327,2038.714249
YJR122W,IBA57,1494,2693.698601
YJR084W,YJR084W,1272,3060.405505
YJR052W,RAD7,1698,50786.12378
YJR065C,ARP3,1350,11916.94922
YJR049C,UTR1,1593,4780.699515
YJR071W,YJR071W,369,560.9573091
YJR112W,NNF1,606,3375.32224
YJR115W,YJR115W,510,499.1952558
YJR083C,ACF4,930,2065.502493
YJR101W,RSM26,801,6339.153514
YJR093C,FIP1,984,2558.41507
YJR047C,ANB1,474,3534.442784
YJR057W,CDC8,651,3958.984285
YJR105W,ADO1,1023,35099.81935
YJR090C,GRR1,3456,5878.74891
YJR061W,YJR061W,2808,1614.326038
YJR075W,HOC1,1191,8418.526393
YJR088C,EMC2,879,7137.001384
YJR097W,JJJ3,519,2353.683742
YJR111C,YJR111C,852,2477.441798
YJR087W,YJR087W,351,536.0165758
YJR053W,BFA1,1725,1119.967165
YJR102C,VPS25,609,1930.544771
YJR072C,NPA3,1158,10490.81554
YJR068W,RFC2,1062,6185.925898
YJR114W,YJR114W,393,280.8194736
YJR082C,EAF6,342,2123.221812
YJR094C,IME1,1083,538.4219534
YJR106W,ECM27,2178,1538.265247
YJR054W,KCH1,1494,3467.746093
YJR123W,RPS5,678,228559.8173
YJR124C,YJR124C,1347,5166.48259
YJR064W,CCT5,1689,29598.78615
YJR076C,CDC11,1248,8047.070173
YJR048W,CYC1,330,14432.58074
YJR119C,JHD2,2187,1379.753292
YJR120W,YJR120W,351,2132.196181
YJR110W,YMR1,2067,2706.435244
YJR098C,YJR098C,1971,1659.717041
YJR086W,STE18,333,4253.464045
YJR050W,ISY1,708,2715.618849
YJR073C,OPI3,621,9686.345297
YJR103W,URA8,1737,5488.0739
YJR091C,JSN1,3276,5483.116622
YJR060W,CBF1,1056,5455.731677
YJR055W,HIT1,495,1253.26758
YJR078W,BNA2,1362,471.4951959
YJR112W-A,YJR112W-A,330,2502.055772
YJR067C,YAE1,426,2268.23564
YJR077C,MIR1,936,14067.42994
YJR108W,ABM1,372,289.3659304
YJR117W,STE24,1362,8234.807899
YJR107W,YJR107W,987,1158.137642
YJR062C,NTA1,1374,2766.018505
YJR095W,SFC1,969,113.1298201
YJR051W,OSM1,1506,5404.24955
YJR094W-A,RPL43B,279,85599.47398
YJR058C,APS2,444,3646.251334
YJR118C,ILM1,612,4971.155452
YJR113C,RSM7,744,6167.839468
YJR100C,AIM25,984,3630.780053
YJR092W,BUD4,4344,8676.474804
YJR063W,RPA12,378,4811.589763
YJR121W,ATP2,1536,38146.9799
YJR099W,YUH1,711,2732.265767
YJR085C,YJR085C,318,8190.284262
YJR079W,YJR079W,330,426.1891816
YJR070C,LIA1,978,18094.85918
YJR096W,YJR096W,849,2814.651953
YJR116W,TDA4,840,1740.425543
YJR080C,AIM24,1185,3033.543931
YJR056C,YJR056C,711,2462.694686
YJR089W,BIR1,2865,3013.794936
YJR109C,CPA2,3357,19246.57477
YJR069C,HAM1,594,5710.290473
YJR059W,PTK2,2457,5653.603753
YJR104C,SOD1,465,60232.73243
YJR066W,TOR1,7413,11299.05125
YJR074W,MOG1,657,3549.487793
YJR134C,SGM1,2124,5432.676472
YJR153W,PGU1,1086,481.4534431
YJR135W-A,TIM8,264,4478.092582
YJR140C,HIR3,4947,5399.050399
YJR130C,STR2,1920,3755.193566
YJR137C,MET5,4329,10154.08174
YJR145C,RPS4A,786,75397.74811
YJR159W,SOR1,1074,237.2768339
YJR157W,YJR157W,363,1.582102502
YJR162C,YJR162C,351,1.065873929
YJR152W,DAL5,1632,1561.517209
YJR148W,BAT2,1131,21239.35699
YJR127C,RSF2,4143,5417.150063
YJR141W,YJR141W,1044,3291.877264
YJR133W,XPT1,630,4286.132212
YJR146W,YJR146W,354,318.9936371
YJR156C,THI11,1023,335.9360187
YJR129C,EFM3,1020,1903.17954
YJR128W,YJR128W,360,34.29692357
YJR136C,TTI2,1266,2791.544259
YJR158W,HXT16,1704,13.38450908
YJR142W,YJR142W,1029,3474.801431
YJR132W,NMD5,3147,8877.862077
YJR139C,HOM6,1080,36606.72441
YJR147W,HMS2,1077,2665.090436
YJR155W,AAD10,867,1137.25956
YJR149W,YJR149W,1215,1601.045279
YJR140W-A,YJR140W-A,150,26.44053742
YJR135C,MCM22,720,1631.832451
YJR160C,MPH3,1809,114.7166817
YJR143C,PMT4,2289,17587.7971
YJR151C,DAN4,3486,903.0704708
YJR150C,DAN1,897,261.9781129
YJR151W-A,YJR151W-A,51,2.570893165
YJR154W,YJR154W,1041,844.9422132
YJR131W,MNS1,1650,3027.673501
YJR138W,IML1,4755,4491.875273
YJR126C,VPS70,2436,5922.666892
YJR161C,COS5,1152,1159.285043
YJR144W,MGM101,810,6336.241835
YBL047C,EDE1,4146,17116.29544
YBR140C,IRA1,9279,22967.82092
YBR012W-B,YBR012W-B_CDS,5271,32612.86992
YBR078W,ECM33,1290,58338.17246
YBL101C,ECM21,3354,3955.389573
YBL051C,PIN4,2007,5694.64949
YBL090W,MRP21,534,4024.319847
YBL108W,YBL108W,306,3.727232026
YBL091C-A,SCS22,528,1093.311526
YBL056W,PTC3,1407,14834.90132
YBL076C,ILS1,3219,63916.44311
YBL078C,ATG8,354,1552.171797
YBL086C,YBL086C,1401,2848.508272
YBL108C-A,PAU9,129,4.598721627
YBL094C,YBL094C,333,127.9250616
YBL063W,KIP1,3336,2593.290438
YBL073W,YBL073W,312,12.80550349
YBL052C,SAS3,2496,4914.406385
YBL064C,PRX1,786,4935.565923
YBL091C,MAP2,1266,12302.85067
YBL085W,BOI1,2943,5815.139224
YBL071W-A,KTI11,249,3366.898845
YBL109W,YBL109W,336,3.773086673
YBL098W,BNA4,1383,3791.051676
YBL082C,ALG3,1377,4259.406165
YBL057C,PTH2,627,6263.177415
YBL067C,UBP13,2244,5215.860043
YBL077W,YBL077W,432,1427.234921
YBL055C,YBL055C,1257,4303.028994
YBL106C,SRO77,3033,2257.975984
YBL102W,SFT2,648,5944.564382
YBL095W,YBL095W,813,3423.123116
YBL079W,NUP170,4509,13015.80334
YBL081W,YBL081W,1107,2516.812226
YBL071C-B,YBL071C-B,99,3334.218408
YBL070C,YBL070C,321,109.6218131
YBL053W,YBL053W,375,110.6350593
YBL092W,RPL32,393,148825.1629
YBL069W,AST1,1290,3722.270263
YBL068W-A,YBL068W-A,237,913.5517933
YBL099W,ATP1,1638,32541.08698
YBL058W,SHP1,1272,11420.32365
YBL062W,YBL062W,381,162.3912548
YBL074C,AAR2,1068,1341.725317
YBL113C,YBL113C,2379,1316.655145
YBL103C,RTG3,1461,2882.210272
YBL084C,CDC27,2277,2474.729193
YBL096C,YBL096C,309,62.73476318
YBL049W,MOH1,417,226.2172882
YBL071C,YBL071C,309,385.4716388
YBL089W,AVT5,1380,2682.015593
YBL054W,TOD6,1578,3743.804236
YBL104C,SEA4,3117,4064.735595
YBL066C,SEF1,3447,2450.905472
YBL093C,ROX3,663,5517.110124
YBL107W-A,YBL107W-A,105,114.5803685
YBL060W,YEL1,2064,3071.029088
YBL113W-A,YBL113W-A,483,155.006757
YBL107C,MIX23,591,3402.230954
YBL059C-A,CMC2,330,4382.090336
YBL080C,PET112,1626,2011.968928
YBL100W-A,YBL100W-A_CDS,1317,1910.772434
YBL100W-C,YBL100W-C,120,29.93124841
YBL100W-B,YBL100W-B_CDS,5313,13468.53232
YBL059W,YBL059W,582,1396.960709
YBL061C,SKT5,2091,7349.781021
YBL075C,SSA3,1950,2650.081121
YBL100C,YBL100C,315,361.2341066
YBL050W,SEC17,879,7232.434569
YBL087C,RPL23A,414,58433.49421
YBL097W,BRN1,2265,2177.779265
YBL048W,RRT1,312,72.47090014
YBL068W,PRS4,981,6956.770967
YBL111C,YBL111C,2004,1767.480391
YBL105C,PKC1,3456,6278.632248
YBL065W,YBL065W,345,33.64805724
YBL112C,YBL112C,318,254.1220074
YBL083C,YBL083C,426,922.5046113
YBL072C,RPS8A,603,56838.11539
YBL088C,TEL1,8364,7617.423013
YBL027W,RPL19B,570,115171.6846
YBL037W,APL3,3078,4021.310918
YBL041W,PRE7,726,11279.59499
YBL008W,HIR1,2523,2963.134347
YBR012C,YBR012C,420,841.3835403
YBL012C,YBL012C,402,86.45654788
YBR005W,RCR1,642,2914.825211
YBL001C,ECM15,315,10573.43303
YBL034C,STU1,4542,3649.530912
YBL042C,FUI1,1920,7862.97334
YBL023C,MCM2,2607,5584.551558
YBL044W,YBL044W,369,51.96715659
YBL033C,RIB1,1038,4437.001592
YBL016W,FUS3,1062,4929.43628
YBL028C,YBL028C,321,10455.32914
YBL004W,UTP20,7482,36244.062
YBR009C,HHF1,312,34913.04963
YBL026W,LSM2,288,5706.886883
YBL008W-A,YBL008W-A,240,98.33505449
YBL030C,PET9,957,28211.06316
YBL046W,PSY4,1326,3296.880665
YBL039W-B,YBL039W-B,180,856.651717
YBR004C,GPI18,1302,2699.07006
YBL018C,POP8,402,3720.984171
YBL022C,PIM1,3402,14218.37472
YBR003W,COQ1,1422,4326.10505
YBL013W,FMT1,1206,447.6625794
YBL035C,POL12,2118,3145.65169
YBL045C,COR1,1374,12287.41598
YBL038W,MRPL16,699,5056.710788
YBR010W,HHT1,411,53541.93169
YBR008C,FLR1,1647,2745.788094
YBL039C-A,YBL039C-A,84,3807.909801
YBR007C,DSF2,2211,2733.667809
YBL007C,SLA1,3735,16123.56737
YBL017C,PEP1,4740,14793.28739
YBL040C,ERD2,660,8683.652421
YBR012W-A,YBR012W-A_CDS,1323,8837.938624
YBL025W,RRN10,438,1796.190005
YBL031W,SHE1,1017,1703.676349
YBL005W-B,YBL005W-B_CDS,5268,33364.9957
YBL006W-A,YBL006W-A,150,126.126995
YBR002C,RER2,861,5010.921868
YBL010C,YBL010C,843,2141.094572
YBL003C,HTA2,399,46910.06556
YBL015W,ACH1,1581,3464.077661
YBL036C,YBL036C,774,7193.292701
YBL019W,APN2,1563,1918.395387
YBL005W-A,YBL005W-A_CDS,1323,2828.101347
YBL029C-A,YBL029C-A,285,1672.358043
YBL021C,HAP3,435,2134.128377
YBL006C,LDB7,543,6118.350363
YBL014C,RRN6,2685,3925.478815
YBR006W,UGA2,1494,2197.513865
YBL024W,NCL1,2055,13491.73245
YBL032W,HEK2,1146,9239.740581
YBL009W,ALK2,2031,3897.692302
YBR011C,IPP1,864,56641.19689
YBL039C,URA7,1740,21945.65734
YBL002W,HTB2,396,33498.34922
YBL043W,ECM13,774,342.1933486
YBL020W,RFT1,1725,4605.345128
YBL011W,SCT1,2280,6810.233798
YBR001C,NTH2,2343,3778.449774
YBL029W,YBL029W,1131,1505.496921
YBL005W,PDR3,2931,3309.818887
YBR057C,MUM2,1101,3792.836506
YBR027C,YBR027C,333,480.4112598
YBR058C,UBP14,2346,5944.144374
YBR061C,TRM7,933,4304.201513
YBR040W,FIG1,897,102.0294544
YBR047W,FMP23,528,1097.758087
YBR056W-A,YBR056W-A,201,856.8796355
YBR072W,HSP26,645,2197.163327
YBR029C,CDS1,1374,6607.612213
YBR035C,PDX3,687,9916.870754
YBR019C,GAL10,2100,621.1629644
YBR043C,QDR3,2070,5290.8014
YBR053C,YBR053C,1077,4410.292762
YBR054W,YRO2,1035,4811.474564
YBR016W,YBR016W,387,4353.854477
YBR056C-B,YBR056C-B,159,32.75618064
YBR022W,POA1,534,2615.301055
YBR036C,CSG2,1233,9284.435525
YBR038W,CHS2,2892,6049.930489
YBR064W,YBR064W,429,55.92491387
YBR031W,RPL4A,1089,53501.982
YBR076W,ECM8,1065,132.9354451
YBR046C,ZTA1,1005,2560.283287
YBR073W,RDH54,2877,7798.853697
YBR028C,YPK3,1578,4079.288734
YBR032W,YBR032W,303,57.16914956
YBR050C,REG2,1017,372.9766833
YBR026C,ETR1,1143,5042.547005
YBR069C,TAT1,1860,16769.19642
YBR021W,FUR4,1902,1887.417157
YBR059C,AKL1,3327,6379.425231
YBR060C,ORC2,1863,4231.934792
YBR013C,YBR013C,390,907.1119071
YBR025C,OLA1,1185,41029.5063
YBR051W,YBR051W,351,15.22412762
YBR039W,ATP3,936,11627.584
YBR067C,TIP1,633,13885.91599
YBR077C,SLM4,489,3892.182373
YBR042C,CST26,1194,4711.559544
YBR049C,REB1,2433,7118.777331
YBR055C,PRP6,2700,5013.76927
YBR037C,SCO1,888,2928.423938
YBR017C,KAP104,2757,12045.54539
YBR068C,BAP2,1830,22850.02039
YBR020W,GAL1,1587,1074.235572
YBR045C,GIP1,1920,632.1779683
YBR014C,GRX7,612,4573.192137
YBR063C,YBR063C,1215,2407.800347
YBR070C,ALG14,714,2823.56813
YBR033W,EDS1,2760,450.091836
YBR041W,FAT1,2010,6170.114091
YBR048W,RPS11B,471,46652.55917
YBR056W,YBR056W,1506,5661.472474
YBR074W,PFF1,2931,8774.381006
YBR034C,HMT1,1047,11098.08594
YBR018C,GAL7,1101,591.2762559
YBR072C-A,YBR072C-A,162,72.19140563
YBR024W,SCO2,906,1824.106395
YBR066C,NRG2,663,3481.517454
YBR076C-A,YBR076C-A,267,839.5050511
YBR062C,YBR062C,543,3081.369159
YBR030W,RKM3,1659,4196.435201
YBR071W,YBR071W,636,3406.33752
YBR065C,ECM2,1095,1800.204248
YBR044C,TCM62,1719,3167.255671
YBR052C,RFS1,633,7348.348827
YBR058C-A,TSC3,243,8427.340527
YBR023C,CHS3,3498,11283.69108
YBR015C,MNN2,1794,9761.878052
YBR090C,YBR090C,369,3888.341704
YBR128C,ATG14,1035,1110.30316
YBR111W-A,SUS1,291,2714.339041
YBR135W,CKS1,453,2681.312317
YBR099C,YBR099C,384,257.1121857
YBR121C,GRS1,2004,42166.80988
YBR087W,RFC5,1065,6855.564771
YBR117C,TKL2,2046,290.0240774
YBR097W,VPS15,4365,3842.961129
YBR107C,IML3,738,1275.798899
YBR094W,PBY1,2262,4946.087766
YBR082C,UBC4,447,18067.72501
YBR089C-A,NHP6B,300,6913.226325
YBR089W,YBR089W,600,638.8570939
YBR109C,CMD1,444,14960.07722
YBR113W,YBR113W,483,94.39449054
YBR109W-A,YBR109W-A,225,217.1199306
YBR131W,CCZ1,2115,2014.27435
YBR079C,RPG1,2895,30318.11465
YBR126C,TPS1,1488,14590.46015
YBR104W,YMC2,990,6721.414373
YBR116C,YBR116C,528,117.9620305
YBR119W,MUD1,897,2279.991528
YBR084C-A,RPL19A,570,92149.51794
YBR085C-A,YBR085C-A,258,6958.233297
YBR122C,MRPL36,534,6369.956057
YBR091C,TIM12,330,3012.000818
YBR129C,OPY1,987,4481.34034
YBR134W,YBR134W,402,50.4595309
YBR112C,CYC8,2901,8572.13492
YBR130C,SHE3,1278,4813.069302
YBR137W,YBR137W,540,4329.012573
YBR127C,VMA2,1554,44086.53647
YBR139W,YBR139W,1527,5153.139971
YBR115C,LYS2,4179,15865.00805
YBR095C,RXT2,1293,3893.186737
YBR101C,FES1,873,10099.14213
YBR088C,POL30,777,9600.512564
YBR103W,SIF2,1608,4750.927833
YBR092C,PHO3,1404,12094.15217
YBR102C,EXO84,2262,3561.533486
YBR133C,HSL7,2484,6361.218801
YBR085W,AAC3,924,2517.9364
YBR111C,YSA1,696,9122.131269
YBR105C,VID24,1089,2153.925008
YBR118W,TEF2,1377,204439.2168
YBR123C,TFC1,1950,3672.376328
YBR124W,YBR124W,360,31.92804981
YBR106W,PHO88,567,39395.21744
YBR096W,YBR096W,693,6960.7031
YBR080C,SEC18,2277,8039.932072
YBR138C,YBR138C,1575,2083.799891
YBR114W,RAD16,2373,2802.871175
YBR086C,IST2,2841,15099.68825
YBR098W,MMS4,2076,1777.903183
YBR136W,MEC1,7107,5293.031206
YBR120C,CBP6,489,2465.783575
YBR110W,ALG1,1350,5581.406982
YBR084W,MIS1,2928,25281.19224
YBR126W-B,YBR126W-B,144,7730.91924
YBR126W-A,YBR126W-A,207,9277.207638
YBR081C,SPT7,3999,5946.80595
YBR131C-A,YBR131C-A,90,2.929562677
YBR125C,PTC4,1182,3475.87633
YBR121C-A,YBR121C-A,159,7515.611005
YBR093C,PHO5,1404,8672.583302
YBR103C-A,YBR103C-A,144,15.39550324
YBR083W,TEC1,1461,4292.815239
YBR108W,AIM3,2844,2403.86733
YBR132C,AGP2,1791,1863.175311
YBR177C,EHT1,1356,7541.865887
YBR167C,POP7,423,2226.973219
YBR147W,RTC2,891,756.9997618
YBR141W-A,YBR141W-A,96,145.4907968
YBR182C,SMP1,1359,1312.405785
YBR202W,MCM7,2538,7365.96615
YBR196C-B,YBR196C-B,105,138.4328202
YBR185C,MBA1,837,2842.74547
YBR215W,HPC2,1878,2861.195061
YBR200W,BEM1,1656,4078.421383
YBR159W,IFA38,1044,13709.39896
YBR169C,SSE2,2082,3056.30249
YBR160W,CDC28,897,5247.446223
YBR150C,TBS1,3285,2665.797047
YBR191W,RPL21A,483,80864.91947
YBR143C,SUP45,1314,30193.93368
YBR148W,YSW1,1830,372.6913298
YBR172C,SMY2,2223,7783.102494
YBR161W,CSH1,1131,2525.471169
YBR189W,RPS9B,588,188433.6388
YBR194W,AIM4,372,1557.592462
YBR186W,PCH2,1695,242.9301833
YBR164C,ARL1,552,8566.566579
YBR211C,AME1,975,3249.871424
YBR179C,FZO1,2568,4049.785303
YBR154C,RPB5,648,15132.584
YBR144C,YBR144C,315,27.88217124
YBR200W-A,YBR200W-A,165,2.509428382
YBR206W,YBR206W,324,3460.660716
YBR201W,DER1,636,2295.902481
YBR199W,KTR4,1395,11637.25244
YBR158W,AMN1,1650,14897.32391
YBR153W,RIB7,735,2891.908151
YBR190W,YBR190W,312,4553.273789
YBR182C-A,YBR182C-A,195,38.06806678
YBR176W,ECM31,939,2665.461696
YBR188C,NTC20,423,1448.334396
YBR205W,KTR3,1215,9351.138511
YBR183W,YPC1,951,2801.96688
YBR165W,UBS1,834,3108.897889
YBR178W,YBR178W,375,99.34135197
YBR201C-A,YBR201C-A,204,381.6799015
YBR149W,ARA1,1035,10836.846
YBR171W,SEC66,621,6894.682851
YBR209W,YBR209W,318,24.62588222
YBR157C,ICS2,768,2977.259994
YBR197C,YBR197C,654,1878.567328
YBR187W,GDT1,843,14285.40628
YBR145W,ADH5,1056,3596.682362
YBR175W,SWD3,948,4261.30409
YBR162C,TOS1,1368,26861.01354
YBR184W,YBR184W,1572,890.2738224
YBR180W,DTR1,1719,136.129087
YBR204C,LDH1,1128,2590.388566
YBR198C,TAF5,2397,6664.403886
YBR213W,MET8,825,1360.839291
YBR152W,SPP381,876,1061.902794
YBR196C-A,YBR196C-A,150,219.8034015
YBR193C,MED8,672,2213.451152
YBR141C,BMT2,1014,1851.709961
YBR191W-A,YBR191W-A,75,17307.40765
YBR146W,MRPS9,837,5870.589012
YBR156C,SLI15,2097,1852.43868
YBR151W,APD1,951,7686.127265
YBR196C,PGI1,1665,132187.9109
YBR168W,PEX32,1242,2309.760419
YBR170C,NPL4,1743,5189.878606
YBR166C,TYR1,1359,5697.23527
YBR214W,SDS24,1584,3300.911792
YBR208C,DUR1%2C2,5508,6069.80594
YBR203W,COS111,2775,1885.976642
YBR163W,EXO5,1758,3151.005772
YBR210W,ERV15,429,2755.522555
YBR192W,RIM2,1134,3973.216752
YBR155W,CNS1,1158,4453.613184
YBR174C,YBR174C,315,85.15271095
YBR142W,MAK5,2322,8302.95848
YBR212W,NGR1,2019,3711.969685
YBR173C,UMP1,447,5292.951542
YBR162W-A,YSY6,198,11682.41226
YBR207W,FTH1,1398,5603.430549
YBR195C,MSI1,1269,3116.111666
YBR181C,RPS6B,711,46129.38601
YBR255W,MTC4,2085,2443.583649
YBR241C,YBR241C,1467,1688.224663
YBR223C,TDP1,1635,1577.318852
YBR259W,YBR259W,2067,2401.25014
YBR274W,CHK1,1584,3442.195064
YBR280C,SAF1,1914,1651.003973
YBR218C,PYC2,3543,22999.4372
YBR225W,YBR225W,2703,2044.468488
YBR263W,SHM1,1473,17883.18045
YBR240C,THI2,1353,366.2202875
YBR232C,YBR232C,360,27.79068895
YBR222C,PCS60,1632,6432.242635
YBR248C,HIS7,1659,10543.01019
YBR220C,YBR220C,1683,4678.348396
YBR236C,ABD1,1311,4754.409923
YBR284W,YBR284W,2394,803.4321169
YBR266C,SLM6,453,184.9303951
YBR270C,BIT2,1638,1641.483613
YBR268W,MRPL37,318,4680.311056
YBR256C,RIB5,717,10961.10843
YBR244W,GPX2,489,8037.239784
YBR216C,YBP1,2025,3878.966127
YBR251W,MRPS5,924,4019.833632
YBR221C,PDB1,1101,24230.05744
YBR238C,YBR238C,2196,3070.583365
YBR287W,YBR287W,1284,7251.135313
YBR224W,YBR224W,516,83.26613905
YBR258C,SHG1,429,1495.362217
YBR269C,SDH8,417,2341.477206
YBR262C,MIC12,321,4491.974612
YBR273C,UBX7,1311,4886.675836
YBR290W,BSD2,966,5006.791385
YBR233W,PBP2,1242,2150.55263
YBR283C,SSH1,1473,20840.24519
YBR275C,RIF1,5751,6116.8627
YBR257W,POP4,840,2576.515652
YBR247C,ENP1,1452,7060.477302
YBR217W,ATG12,561,1715.516088
YBR239C,ERT1,1590,1583.33011
YBR227C,MCX1,1563,3353.099259
YBR278W,DPB3,606,2726.903986
YBR237W,PRP5,2550,3197.155177
YBR265W,TSC10,963,5990.414941
YBR271W,EFM2,1260,3490.028381
YBR230C,OM14,405,3279.760748
YBR233W-A,DAD3,285,1911.227077
YBR243C,ALG7,1347,4389.094907
YBR289W,SNF5,2718,4147.962142
YBR234C,ARC40,1155,9996.857387
YBR261C,TAE1,699,4914.731443
YBR286W,APE3,1614,41685.99265
YBR252W,DUT1,444,8534.201674
YBR282W,MRPL27,441,3716.165264
YBR229C,ROT2,2865,6400.461724
YBR276C,PPS1,2424,5870.786167
YBR250W,SPO23,1572,299.7031578
YBR231C,SWC5,912,2361.984219
YBR291C,CTP1,900,3976.071655
YBR223W-A,YBR223W-A,120,4.886396095
YBR226C,YBR226C,411,134.1758383
YBR279W,PAF1,1338,6244.667385
YBR221W-A,YBR221W-A,105,7.90573981
YBR264C,YPT10,600,2654.495704
YBR246W,RRT2,1164,4688.314599
YBR254C,TRS20,528,3267.961395
YBR288C,APM3,1452,5952.724382
YBR292C,YBR292C,372,120.3306201
YBR272C,HSM3,1443,3497.838966
YBR249C,ARO4,1113,35773.2217
YBR281C,DUG2,2637,4426.956865
YBR230W-A,YBR230W-A,201,1085.819587
YBR245C,ISW1,3390,8575.555988
YBR219C,YBR219C,384,933.5637086
YBR242W,YBR242W,717,4961.413324
YBR285W,YBR285W,435,158.6873836
YBR255C-A,YBR255C-A,363,1079.468202
YBR253W,SRB6,366,3817.73219
YBR260C,RGD1,2001,3541.419356
YBR235W,VHC1,3363,4029.703975
YBR267W,REI1,1182,6811.372007
YBR228W,SLX1,915,1905.240823
YBR277C,YBR277C,402,112.1648386
YBR297W,MAL33,1407,1696.158167
YBR293W,VBA2,1425,2649.937356
YBR294W,SUL1,2580,1999.287925
YBR301W,PAU24,363,19.69662474
YBR298C-A,YBR298C-A,222,4.922179867
YBR302C,COS2,1140,1675.490445
YBR295W,PCA1,3651,2926.229936
YBR298C,MAL31,1845,1572.272622
YBR296C,PHO89,1725,3899.789719
YBR299W,MAL32,1755,330.5518462
YBR296C-A,YBR296C-A,120,11.70834612
YBR300C,YBR300C,498,7.300431558
YDR293C,SSD1,3753,12997.17954
YDR166C,SEC5,2916,4166.198296
YDR100W,TVP15,432,3563.714986
YDL033C,SLM3,1254,1863.749865
YDR036C,EHD3,1503,3403.197728
YDL112W,TRM3,4311,11283.14233
YDL183C,YDL183C,963,1195.205322
YDR496C,PUF6,1971,14888.98787
YDR420W,HKR1,5409,7511.048389
YDR351W,SBE2,2595,5003.448694
YDL196W,YDL196W,330,58.68872215
YDL214C,PRR2,2100,348.3404776
YDL226C,GCS1,1059,9838.499023
YDL184C,RPL41A,78,90434.9214
YDL238C,GUD1,1470,1266.42036
YDL185C-A,YDL185C-A,228,338.1401382
YDL199C,YDL199C,2064,1039.382371
YDL246C,SOR2,1074,163.9793964
YDL191W,RPL35A,363,26732.46219
YDL188C,PPH22,1134,4238.501658
YDL231C,BRE4,3378,6814.050694
YDL209C,CWC2,1020,2342.735983
YDL192W,ARF1,546,49370.10618
YDL245C,HXT15,1704,13.71723608
YDL210W,UGA4,1716,263.9059695
YDL242W,YDL242W,354,34.5988697
YDL203C,ACK1,1872,3354.292297
YDL239C,ADY3,2373,1742.213051
YDL247W-A,YDL247W-A,75,2.402019492
YDL240C-A,YDL240C-A,138,3.02792683
YDL221W,YDL221W,552,65.38731043
YDL195W,SEC31,3822,20771.38654
YDL235C,YPD1,504,6042.372482
YDL241W,YDL241W,372,1505.735637
YDL207W,GLE1,1617,4249.198194
YDL232W,OST4,111,4950.495624
YDL185W,VMA1,3216,72317.00372
YDL215C,GDH2,3279,7876.565127
YDL225W,SHS1,1656,6277.878621
YDL189W,RBS1,1374,4462.053175
YDL198C,GGC1,903,7920.587585
YDL202W,MRPL11,750,3498.867229
YDL218W,YDL218W,954,220.2413646
YDL186W,YDL186W,834,66.92476619
YDL219W,DTD1,453,3997.377599
YDL194W,SNF3,2655,1364.198523
YDL220C,CDC13,2775,1747.004743
YDL236W,PHO13,939,9970.873612
YDL200C,MGT1,567,2227.691596
YDL211C,YDL211C,1119,878.2316443
YDL244W,THI13,1023,57.26009833
YDL229W,SSB1,1842,104480.5841
YDL206W,YDL206W,2289,1931.33774
YDL208W,NHP2,471,20939.19444
YDL212W,SHR3,633,17978.00894
YDL190C,UFD2,2886,7466.864297
YDL224C,WHI4,1950,4613.176409
YDL240W,LRG1,3054,3035.480068
YDL233W,MFG1,1377,1815.946687
YDL223C,HBT1,3141,1540.92967
YDL216C,RRI1,1323,1623.057508
YDL228C,YDL228C,642,6331.570781
YDL247W,MPH2,1830,63.42038916
YDL205C,HEM3,984,6632.020448
YDL230W,PTP1,1008,2249.361727
YDL201W,TRM8,861,5853.538978
YDL197C,ASF2,1578,2520.666434
YDL187C,YDL187C,330,194.1252689
YDL217C,TIM22,624,2837.516279
YDL227C,HO,1761,6944.446942
YDL237W,AIM6,1173,6224.3344
YDL248W,COS7,1152,3807.903355
YDL243C,AAD4,990,796.6398336
YDL222C,FMP45,930,668.9575673
YDL234C,GYP7,2241,3982.724823
YDL193W,NUS1,1128,4118.270278
YDL213C,NOP6,678,7797.389863
YDL204W,RTN2,1182,1449.905081
YDL159W-A,YDL159W-A,132,21.6616783
YDL146W,LDB17,1476,2245.454253
YDL170W,UGA3,1587,2830.226456
YDL166C,FAP7,594,5351.982934
YDL119C,YDL119C,924,1911.460302
YDL158C,YDL158C,309,1371.706181
